,continent,location,date,value,country_num,region,subregion,country_name,policy,name
790,Europe,Finland,2023-07-09,5.389,4,Eldoril,East,Eldoril East,B,Eldoril East
791,Europe,Finland,2023-07-16,4.821,4,Eldoril,East,Eldoril East,B,Eldoril East
792,Europe,Finland,2023-07-23,3.61,4,Eldoril,East,Eldoril East,B,Eldoril East
793,Europe,Finland,2023-07-30,3.017,4,Eldoril,East,Eldoril East,B,Eldoril East
794,Europe,Finland,2023-08-06,2.656,4,Eldoril,East,Eldoril East,B,Eldoril East
795,Europe,Finland,2023-08-13,2.527,4,Eldoril,East,Eldoril East,B,Eldoril East
796,Europe,Finland,2023-08-20,2.785,4,Eldoril,East,Eldoril East,B,Eldoril East
797,Europe,Finland,2023-08-27,3.017,4,Eldoril,East,Eldoril East,B,Eldoril East
798,Europe,Finland,2023-09-03,3.481,4,Eldoril,East,Eldoril East,B,Eldoril East
799,Europe,Finland,2023-09-10,3.919,4,Eldoril,East,Eldoril East,B,Eldoril East
800,Europe,Finland,2023-09-17,4.383,4,Eldoril,East,Eldoril East,B,Eldoril East
801,Europe,Finland,2023-09-24,5.311,4,Eldoril,East,Eldoril East,B,Eldoril East
802,Europe,Finland,2023-10-01,6.807,4,Eldoril,East,Eldoril East,B,Eldoril East
803,Europe,Finland,2023-10-08,8.56,4,Eldoril,East,Eldoril East,B,Eldoril East
804,Europe,Finland,2023-10-15,11.061,4,Eldoril,East,Eldoril East,B,Eldoril East
805,Europe,Finland,2023-10-22,13.201,4,Eldoril,East,Eldoril East,B,Eldoril East
806,Europe,Finland,2023-10-29,14.0,4,Eldoril,East,Eldoril East,B,Eldoril East
807,Europe,Finland,2023-11-05,17.3,4,Eldoril,East,Eldoril East,B,Eldoril East
808,Europe,Finland,2023-11-12,21.245,4,Eldoril,East,Eldoril East,B,Eldoril East
809,Europe,Finland,2023-11-19,22.122,4,Eldoril,East,Eldoril East,B,Eldoril East
810,Europe,Finland,2023-11-26,19.982,4,Eldoril,East,Eldoril East,B,Eldoril East
811,Europe,Finland,2023-12-03,17.275,4,Eldoril,East,Eldoril East,B,Eldoril East
812,Europe,Finland,2023-12-10,14.645,4,Eldoril,East,Eldoril East,B,Eldoril East
813,Europe,Finland,2023-12-17,13.227,4,Eldoril,East,Eldoril East,B,Eldoril East
814,Europe,Finland,2023-12-24,8.998,4,Eldoril,East,Eldoril East,B,Eldoril East
815,Europe,Finland,2023-12-31,3.739,4,Eldoril,East,Eldoril East,B,Eldoril East
816,Europe,United Kingdom,2020-02-09,0.004,5,Thundoril,North,Thundoril North,B,Thundoril North
817,Europe,United Kingdom,2020-02-16,0.004,5,Thundoril,North,Thundoril North,B,Thundoril North
818,Europe,United Kingdom,2020-02-23,0.004,5,Thundoril,North,Thundoril North,B,Thundoril North
819,Europe,United Kingdom,2020-03-01,0.006,5,Thundoril,North,Thundoril North,B,Thundoril North
820,Europe,United Kingdom,2020-03-08,0.019,5,Thundoril,North,Thundoril North,B,Thundoril North
821,Europe,United Kingdom,2020-03-15,0.116,5,Thundoril,North,Thundoril North,B,Thundoril North
822,Europe,United Kingdom,2020-03-22,1.022,5,Thundoril,North,Thundoril North,B,Thundoril North
823,Europe,United Kingdom,2020-03-29,5.263,5,Thundoril,North,Thundoril North,B,Thundoril North
824,Europe,United Kingdom,2020-04-05,17.16,5,Thundoril,North,Thundoril North,B,Thundoril North
825,Europe,United Kingdom,2020-04-12,36.15,5,Thundoril,North,Thundoril North,B,Thundoril North
826,Europe,United Kingdom,2020-04-19,55.366,5,Thundoril,North,Thundoril North,B,Thundoril North
827,Europe,United Kingdom,2020-04-26,71.633,5,Thundoril,North,Thundoril North,B,Thundoril North
828,Europe,United Kingdom,2020-05-03,83.936,5,Thundoril,North,Thundoril North,B,Thundoril North
829,Europe,United Kingdom,2020-05-10,92.568,5,Thundoril,North,Thundoril North,B,Thundoril North
830,Europe,United Kingdom,2020-05-17,95.181,5,Thundoril,North,Thundoril North,B,Thundoril North
831,Europe,United Kingdom,2020-05-24,88.721,5,Thundoril,North,Thundoril North,B,Thundoril North
832,Europe,United Kingdom,2020-05-31,73.891,5,Thundoril,North,Thundoril North,B,Thundoril North
833,Europe,United Kingdom,2020-06-07,57.669,5,Thundoril,North,Thundoril North,B,Thundoril North
834,Europe,United Kingdom,2020-06-14,43.577,5,Thundoril,North,Thundoril North,B,Thundoril North
835,Europe,United Kingdom,2020-06-21,32.755,5,Thundoril,North,Thundoril North,B,Thundoril North
836,Europe,United Kingdom,2020-06-28,24.56,5,Thundoril,North,Thundoril North,B,Thundoril North
837,Europe,United Kingdom,2020-07-05,18.668,5,Thundoril,North,Thundoril North,B,Thundoril North
838,Europe,United Kingdom,2020-07-12,13.979,5,Thundoril,North,Thundoril North,B,Thundoril North
839,Europe,United Kingdom,2020-07-19,10.354,5,Thundoril,North,Thundoril North,B,Thundoril North
840,Europe,United Kingdom,2020-07-26,7.794,5,Thundoril,North,Thundoril North,B,Thundoril North
841,Europe,United Kingdom,2020-08-02,5.976,5,Thundoril,North,Thundoril North,B,Thundoril North
842,Europe,United Kingdom,2020-08-09,4.704,5,Thundoril,North,Thundoril North,B,Thundoril North
843,Europe,United Kingdom,2020-08-16,3.68,5,Thundoril,North,Thundoril North,B,Thundoril North
844,Europe,United Kingdom,2020-08-23,2.954,5,Thundoril,North,Thundoril North,B,Thundoril North
845,Europe,United Kingdom,2020-08-30,2.419,5,Thundoril,North,Thundoril North,B,Thundoril North
846,Europe,United Kingdom,2020-09-06,2.067,5,Thundoril,North,Thundoril North,B,Thundoril North
847,Europe,United Kingdom,2020-09-13,1.877,5,Thundoril,North,Thundoril North,B,Thundoril North
848,Europe,United Kingdom,2020-09-20,1.907,5,Thundoril,North,Thundoril North,B,Thundoril North
849,Europe,United Kingdom,2020-09-27,2.163,5,Thundoril,North,Thundoril North,B,Thundoril North
850,Europe,United Kingdom,2020-10-04,2.715,5,Thundoril,North,Thundoril North,B,Thundoril North
851,Europe,United Kingdom,2020-10-11,3.72,5,Thundoril,North,Thundoril North,B,Thundoril North
852,Europe,United Kingdom,2020-10-18,5.434,5,Thundoril,North,Thundoril North,B,Thundoril North
853,Europe,United Kingdom,2020-10-25,8.329,5,Thundoril,North,Thundoril North,B,Thundoril North
854,Europe,United Kingdom,2020-11-01,12.303,5,Thundoril,North,Thundoril North,B,Thundoril North
855,Europe,United Kingdom,2020-11-08,17.316,5,Thundoril,North,Thundoril North,B,Thundoril North
856,Europe,United Kingdom,2020-11-15,23.184,5,Thundoril,North,Thundoril North,B,Thundoril North
857,Europe,United Kingdom,2020-11-22,29.287,5,Thundoril,North,Thundoril North,B,Thundoril North
858,Europe,United Kingdom,2020-11-29,35.305,5,Thundoril,North,Thundoril North,B,Thundoril North
859,Europe,United Kingdom,2020-12-06,40.335,5,Thundoril,North,Thundoril North,B,Thundoril North
860,Europe,United Kingdom,2020-12-13,44.062,5,Thundoril,North,Thundoril North,B,Thundoril North
861,Europe,United Kingdom,2020-12-20,47.496,5,Thundoril,North,Thundoril North,B,Thundoril North
862,Europe,United Kingdom,2020-12-27,51.028,5,Thundoril,North,Thundoril North,B,Thundoril North
863,Europe,United Kingdom,2021-01-03,55.667,5,Thundoril,North,Thundoril North,B,Thundoril North
864,Europe,United Kingdom,2021-01-10,62.711,5,Thundoril,North,Thundoril North,B,Thundoril North
865,Europe,United Kingdom,2021-01-17,74.058,5,Thundoril,North,Thundoril North,B,Thundoril North
866,Europe,United Kingdom,2021-01-24,87.677,5,Thundoril,North,Thundoril North,B,Thundoril North
867,Europe,United Kingdom,2021-01-31,99.011,5,Thundoril,North,Thundoril North,B,Thundoril North
868,Europe,United Kingdom,2021-02-07,105.44,5,Thundoril,North,Thundoril North,B,Thundoril North
869,Europe,United Kingdom,2021-02-14,107.203,5,Thundoril,North,Thundoril North,B,Thundoril North
870,Europe,United Kingdom,2021-02-21,104.31,5,Thundoril,North,Thundoril North,B,Thundoril North
871,Europe,United Kingdom,2021-02-28,95.886,5,Thundoril,North,Thundoril North,B,Thundoril North
872,Europe,United Kingdom,2021-03-07,81.088,5,Thundoril,North,Thundoril North,B,Thundoril North
873,Europe,United Kingdom,2021-03-14,63.17,5,Thundoril,North,Thundoril North,B,Thundoril North
874,Europe,United Kingdom,2021-03-21,46.845,5,Thundoril,North,Thundoril North,B,Thundoril North
875,Europe,United Kingdom,2021-03-28,34.146,5,Thundoril,North,Thundoril North,B,Thundoril North
876,Europe,United Kingdom,2021-04-04,24.344,5,Thundoril,North,Thundoril North,B,Thundoril North
877,Europe,United Kingdom,2021-04-11,16.865,5,Thundoril,North,Thundoril North,B,Thundoril North
878,Europe,United Kingdom,2021-04-18,11.861,5,Thundoril,North,Thundoril North,B,Thundoril North
879,Europe,United Kingdom,2021-04-25,8.532,5,Thundoril,North,Thundoril North,B,Thundoril North
880,Europe,United Kingdom,2021-05-02,6.194,5,Thundoril,North,Thundoril North,B,Thundoril North
881,Europe,United Kingdom,2021-05-09,4.643,5,Thundoril,North,Thundoril North,B,Thundoril North
882,Europe,United Kingdom,2021-05-16,3.479,5,Thundoril,North,Thundoril North,B,Thundoril North
883,Europe,United Kingdom,2021-05-23,2.747,5,Thundoril,North,Thundoril North,B,Thundoril North
884,Europe,United Kingdom,2021-05-30,2.224,5,Thundoril,North,Thundoril North,B,Thundoril North
885,Europe,United Kingdom,2021-06-06,1.811,5,Thundoril,North,Thundoril North,B,Thundoril North
886,Europe,United Kingdom,2021-06-13,1.513,5,Thundoril,North,Thundoril North,B,Thundoril North
887,Europe,United Kingdom,2021-06-20,1.405,5,Thundoril,North,Thundoril North,B,Thundoril North
888,Europe,United Kingdom,2021-06-27,1.424,5,Thundoril,North,Thundoril North,B,Thundoril North
889,Europe,United Kingdom,2021-07-04,1.56,5,Thundoril,North,Thundoril North,B,Thundoril North
890,Europe,United Kingdom,2021-07-11,1.921,5,Thundoril,North,Thundoril North,B,Thundoril North
891,Europe,United Kingdom,2021-07-18,2.44,5,Thundoril,North,Thundoril North,B,Thundoril North
892,Europe,United Kingdom,2021-07-25,3.352,5,Thundoril,North,Thundoril North,B,Thundoril North
893,Europe,United Kingdom,2021-08-01,4.38,5,Thundoril,North,Thundoril North,B,Thundoril North
894,Europe,United Kingdom,2021-08-08,5.546,5,Thundoril,North,Thundoril North,B,Thundoril North
895,Europe,United Kingdom,2021-08-15,6.64,5,Thundoril,North,Thundoril North,B,Thundoril North
896,Europe,United Kingdom,2021-08-22,7.847,5,Thundoril,North,Thundoril North,B,Thundoril North
897,Europe,United Kingdom,2021-08-29,9.114,5,Thundoril,North,Thundoril North,B,Thundoril North
898,Europe,United Kingdom,2021-09-05,10.369,5,Thundoril,North,Thundoril North,B,Thundoril North
899,Europe,United Kingdom,2021-09-12,11.613,5,Thundoril,North,Thundoril North,B,Thundoril North
900,Europe,United Kingdom,2021-09-19,12.703,5,Thundoril,North,Thundoril North,B,Thundoril North
901,Europe,United Kingdom,2021-09-26,13.48,5,Thundoril,North,Thundoril North,B,Thundoril North
902,Europe,United Kingdom,2021-10-03,13.998,5,Thundoril,North,Thundoril North,B,Thundoril North
903,Europe,United Kingdom,2021-10-10,14.214,5,Thundoril,North,Thundoril North,B,Thundoril North
904,Europe,United Kingdom,2021-10-17,14.415,5,Thundoril,North,Thundoril North,B,Thundoril North
905,Europe,United Kingdom,2021-10-24,14.667,5,Thundoril,North,Thundoril North,B,Thundoril North
906,Europe,United Kingdom,2021-10-31,14.929,5,Thundoril,North,Thundoril North,B,Thundoril North
907,Europe,United Kingdom,2021-11-07,15.238,5,Thundoril,North,Thundoril North,B,Thundoril North
908,Europe,United Kingdom,2021-11-14,15.452,5,Thundoril,North,Thundoril North,B,Thundoril North
909,Europe,United Kingdom,2021-11-21,15.723,5,Thundoril,North,Thundoril North,B,Thundoril North
910,Europe,United Kingdom,2021-11-28,15.934,5,Thundoril,North,Thundoril North,B,Thundoril North
911,Europe,United Kingdom,2021-12-05,15.922,5,Thundoril,North,Thundoril North,B,Thundoril North
912,Europe,United Kingdom,2021-12-12,15.71,5,Thundoril,North,Thundoril North,B,Thundoril North
913,Europe,United Kingdom,2021-12-19,14.967,5,Thundoril,North,Thundoril North,B,Thundoril North
914,Europe,United Kingdom,2021-12-26,14.165,5,Thundoril,North,Thundoril North,B,Thundoril North
915,Europe,United Kingdom,2022-01-02,13.882,5,Thundoril,North,Thundoril North,B,Thundoril North
916,Europe,United Kingdom,2022-01-09,14.595,5,Thundoril,North,Thundoril North,B,Thundoril North
917,Europe,United Kingdom,2022-01-16,16.093,5,Thundoril,North,Thundoril North,B,Thundoril North
918,Europe,United Kingdom,2022-01-23,17.593,5,Thundoril,North,Thundoril North,B,Thundoril North
919,Europe,United Kingdom,2022-01-30,18.74,5,Thundoril,North,Thundoril North,B,Thundoril North
920,Europe,United Kingdom,2022-02-06,19.688,5,Thundoril,North,Thundoril North,B,Thundoril North
921,Europe,United Kingdom,2022-02-13,20.074,5,Thundoril,North,Thundoril North,B,Thundoril North
922,Europe,United Kingdom,2022-02-20,19.993,5,Thundoril,North,Thundoril North,B,Thundoril North
923,Europe,United Kingdom,2022-02-27,18.903,5,Thundoril,North,Thundoril North,B,Thundoril North
924,Europe,United Kingdom,2022-03-06,17.1,5,Thundoril,North,Thundoril North,B,Thundoril North
925,Europe,United Kingdom,2022-03-13,15.255,5,Thundoril,North,Thundoril North,B,Thundoril North
926,Europe,United Kingdom,2022-03-20,14.131,5,Thundoril,North,Thundoril North,B,Thundoril North
927,Europe,United Kingdom,2022-03-27,13.818,5,Thundoril,North,Thundoril North,B,Thundoril North
928,Europe,United Kingdom,2022-04-03,14.316,5,Thundoril,North,Thundoril North,B,Thundoril North
929,Europe,United Kingdom,2022-04-10,15.329,5,Thundoril,North,Thundoril North,B,Thundoril North
930,Europe,United Kingdom,2022-04-17,16.377,5,Thundoril,North,Thundoril North,B,Thundoril North
931,Europe,United Kingdom,2022-04-24,17.098,5,Thundoril,North,Thundoril North,B,Thundoril North
932,Europe,United Kingdom,2022-05-01,17.365,5,Thundoril,North,Thundoril North,B,Thundoril North
933,Europe,United Kingdom,2022-05-08,16.859,5,Thundoril,North,Thundoril North,B,Thundoril North
934,Europe,United Kingdom,2022-05-15,15.623,5,Thundoril,North,Thundoril North,B,Thundoril North
935,Europe,United Kingdom,2022-05-22,13.865,5,Thundoril,North,Thundoril North,B,Thundoril North
936,Europe,United Kingdom,2022-05-29,11.579,5,Thundoril,North,Thundoril North,B,Thundoril North
937,Europe,United Kingdom,2022-06-05,9.307,5,Thundoril,North,Thundoril North,B,Thundoril North
938,Europe,United Kingdom,2022-06-12,7.447,5,Thundoril,North,Thundoril North,B,Thundoril North
939,Europe,United Kingdom,2022-06-19,6.166,5,Thundoril,North,Thundoril North,B,Thundoril North
940,Europe,United Kingdom,2022-06-26,5.464,5,Thundoril,North,Thundoril North,B,Thundoril North
941,Europe,United Kingdom,2022-07-03,5.297,5,Thundoril,North,Thundoril North,B,Thundoril North
942,Europe,United Kingdom,2022-07-10,5.8,5,Thundoril,North,Thundoril North,B,Thundoril North
943,Europe,United Kingdom,2022-07-17,6.915,5,Thundoril,North,Thundoril North,B,Thundoril North
944,Europe,United Kingdom,2022-07-24,8.611,5,Thundoril,North,Thundoril North,B,Thundoril North
945,Europe,United Kingdom,2022-07-31,9.867,5,Thundoril,North,Thundoril North,B,Thundoril North
946,Europe,United Kingdom,2022-08-07,10.608,5,Thundoril,North,Thundoril North,B,Thundoril North
947,Europe,United Kingdom,2022-08-14,11.15,5,Thundoril,North,Thundoril North,B,Thundoril North
948,Europe,United Kingdom,2022-08-21,11.186,5,Thundoril,North,Thundoril North,B,Thundoril North
949,Europe,United Kingdom,2022-08-28,10.648,5,Thundoril,North,Thundoril North,B,Thundoril North
950,Europe,United Kingdom,2022-09-04,9.611,5,Thundoril,North,Thundoril North,B,Thundoril North
951,Europe,United Kingdom,2022-09-11,8.039,5,Thundoril,North,Thundoril North,B,Thundoril North
952,Europe,United Kingdom,2022-09-18,6.882,5,Thundoril,North,Thundoril North,B,Thundoril North
953,Europe,United Kingdom,2022-09-25,6.185,5,Thundoril,North,Thundoril North,B,Thundoril North
954,Europe,United Kingdom,2022-10-02,5.722,5,Thundoril,North,Thundoril North,B,Thundoril North
955,Europe,United Kingdom,2022-10-09,5.906,5,Thundoril,North,Thundoril North,B,Thundoril North
956,Europe,United Kingdom,2022-10-16,6.596,5,Thundoril,North,Thundoril North,B,Thundoril North
957,Europe,United Kingdom,2022-10-23,7.432,5,Thundoril,North,Thundoril North,B,Thundoril North
958,Europe,United Kingdom,2022-10-30,8.28,5,Thundoril,North,Thundoril North,B,Thundoril North
959,Europe,United Kingdom,2022-11-06,8.958,5,Thundoril,North,Thundoril North,B,Thundoril North
960,Europe,United Kingdom,2022-11-13,9.277,5,Thundoril,North,Thundoril North,B,Thundoril North
961,Europe,United Kingdom,2022-11-20,9.237,5,Thundoril,North,Thundoril North,B,Thundoril North
962,Europe,United Kingdom,2022-11-27,8.75,5,Thundoril,North,Thundoril North,B,Thundoril North
963,Europe,United Kingdom,2022-12-04,7.952,5,Thundoril,North,Thundoril North,B,Thundoril North
964,Europe,United Kingdom,2022-12-11,7.258,5,Thundoril,North,Thundoril North,B,Thundoril North
965,Europe,United Kingdom,2022-12-18,6.829,5,Thundoril,North,Thundoril North,B,Thundoril North
966,Europe,United Kingdom,2022-12-25,7.121,5,Thundoril,North,Thundoril North,B,Thundoril North
967,Europe,United Kingdom,2023-01-01,8.179,5,Thundoril,North,Thundoril North,B,Thundoril North
968,Europe,United Kingdom,2023-01-08,9.349,5,Thundoril,North,Thundoril North,B,Thundoril North
969,Europe,United Kingdom,2023-01-15,10.259,5,Thundoril,North,Thundoril North,B,Thundoril North
970,Europe,United Kingdom,2023-01-22,10.904,5,Thundoril,North,Thundoril North,B,Thundoril North
971,Europe,United Kingdom,2023-01-29,11.072,5,Thundoril,North,Thundoril North,B,Thundoril North
972,Europe,United Kingdom,2023-02-05,11.01,5,Thundoril,North,Thundoril North,B,Thundoril North
973,Europe,United Kingdom,2023-02-12,10.401,5,Thundoril,North,Thundoril North,B,Thundoril North
974,Europe,United Kingdom,2023-02-19,9.393,5,Thundoril,North,Thundoril North,B,Thundoril North
975,Europe,United Kingdom,2023-02-26,8.479,5,Thundoril,North,Thundoril North,B,Thundoril North
976,Europe,United Kingdom,2023-03-05,7.982,5,Thundoril,North,Thundoril North,B,Thundoril North
977,Europe,United Kingdom,2023-03-12,7.952,5,Thundoril,North,Thundoril North,B,Thundoril North
978,Europe,United Kingdom,2023-03-19,8.342,5,Thundoril,North,Thundoril North,B,Thundoril North
979,Europe,United Kingdom,2023-03-26,8.862,5,Thundoril,North,Thundoril North,B,Thundoril North
980,Europe,United Kingdom,2023-04-02,9.319,5,Thundoril,North,Thundoril North,B,Thundoril North
981,Europe,United Kingdom,2023-04-09,9.552,5,Thundoril,North,Thundoril North,B,Thundoril North
982,Europe,United Kingdom,2023-04-16,9.618,5,Thundoril,North,Thundoril North,B,Thundoril North
983,Europe,United Kingdom,2023-04-23,9.487,5,Thundoril,North,Thundoril North,B,Thundoril North
984,Europe,United Kingdom,2023-04-30,8.938,5,Thundoril,North,Thundoril North,B,Thundoril North
985,Europe,United Kingdom,2023-05-07,8.179,5,Thundoril,North,Thundoril North,B,Thundoril North
986,Europe,United Kingdom,2023-05-14,7.292,5,Thundoril,North,Thundoril North,B,Thundoril North
987,Europe,United Kingdom,2023-05-21,6.416,5,Thundoril,North,Thundoril North,B,Thundoril North
988,Europe,United Kingdom,2023-05-28,5.635,5,Thundoril,North,Thundoril North,B,Thundoril North
989,Europe,United Kingdom,2023-06-04,4.892,5,Thundoril,North,Thundoril North,B,Thundoril North
990,Europe,United Kingdom,2023-06-11,4.154,5,Thundoril,North,Thundoril North,B,Thundoril North
991,Europe,United Kingdom,2023-06-18,3.691,5,Thundoril,North,Thundoril North,B,Thundoril North
992,Europe,United Kingdom,2023-06-25,3.185,5,Thundoril,North,Thundoril North,B,Thundoril North
993,Europe,United Kingdom,2023-07-02,2.726,5,Thundoril,North,Thundoril North,B,Thundoril North
994,Europe,United Kingdom,2023-07-09,2.298,5,Thundoril,North,Thundoril North,B,Thundoril North
995,Europe,United Kingdom,2023-07-16,1.936,5,Thundoril,North,Thundoril North,B,Thundoril North
996,Europe,United Kingdom,2023-07-23,1.653,5,Thundoril,North,Thundoril North,B,Thundoril North
997,Europe,United Kingdom,2023-07-30,1.469,5,Thundoril,North,Thundoril North,B,Thundoril North
998,Europe,United Kingdom,2023-08-06,1.291,5,Thundoril,North,Thundoril North,B,Thundoril North
999,Europe,United Kingdom,2023-08-13,1.346,5,Thundoril,North,Thundoril North,B,Thundoril North
1000,Europe,United Kingdom,2023-08-20,1.564,5,Thundoril,North,Thundoril North,B,Thundoril North
1001,Europe,United Kingdom,2023-08-27,1.888,5,Thundoril,North,Thundoril North,B,Thundoril North
1002,Europe,United Kingdom,2023-09-03,2.167,5,Thundoril,North,Thundoril North,B,Thundoril North
1003,Europe,United Kingdom,2023-09-10,2.637,5,Thundoril,North,Thundoril North,B,Thundoril North
1004,Europe,United Kingdom,2023-09-17,3.1,5,Thundoril,North,Thundoril North,B,Thundoril North
1005,Europe,United Kingdom,2023-09-24,3.445,5,Thundoril,North,Thundoril North,B,Thundoril North
1006,Europe,United Kingdom,2023-10-01,3.758,5,Thundoril,North,Thundoril North,B,Thundoril North
1007,Europe,United Kingdom,2023-10-08,4.05,5,Thundoril,North,Thundoril North,B,Thundoril North
1008,Europe,United Kingdom,2023-10-15,4.338,5,Thundoril,North,Thundoril North,B,Thundoril North
1009,Europe,United Kingdom,2023-10-22,4.742,5,Thundoril,North,Thundoril North,B,Thundoril North
1010,Europe,United Kingdom,2023-10-29,4.135,5,Thundoril,North,Thundoril North,B,Thundoril North
1011,Europe,United Kingdom,2023-11-05,3.494,5,Thundoril,North,Thundoril North,B,Thundoril North
1012,Europe,United Kingdom,2023-11-12,2.931,5,Thundoril,North,Thundoril North,B,Thundoril North
1013,Europe,United Kingdom,2023-11-19,2.319,5,Thundoril,North,Thundoril North,B,Thundoril North
1014,Europe,United Kingdom,2023-11-26,1.591,5,Thundoril,North,Thundoril North,B,Thundoril North
1015,Europe,United Kingdom,2023-12-03,0.821,5,Thundoril,North,Thundoril North,B,Thundoril North
1016,Europe,United Kingdom,2023-12-10,0.0,5,Thundoril,North,Thundoril North,B,Thundoril North
1017,Europe,United Kingdom,2023-12-17,0.0,5,Thundoril,North,Thundoril North,B,Thundoril North
1018,Europe,United Kingdom,2023-12-24,0.0,5,Thundoril,North,Thundoril North,B,Thundoril North
1019,Europe,United Kingdom,2023-12-31,0.0,5,Thundoril,North,Thundoril North,B,Thundoril North
1020,Europe,France,2020-02-09,0.0,6,Thundoril,South,Thundoril South,B,Thundoril South
1021,Europe,France,2020-02-16,0.0,6,Thundoril,South,Thundoril South,B,Thundoril South
1022,Europe,France,2020-02-23,0.0,6,Thundoril,South,Thundoril South,B,Thundoril South
1023,Europe,France,2020-03-01,0.0,6,Thundoril,South,Thundoril South,B,Thundoril South
1024,Europe,France,2020-03-08,0.0,6,Thundoril,South,Thundoril South,B,Thundoril South
1025,Europe,France,2020-03-15,0.095,6,Thundoril,South,Thundoril South,B,Thundoril South
1026,Europe,France,2020-03-22,1.576,6,Thundoril,South,Thundoril South,B,Thundoril South
1027,Europe,France,2020-03-29,5.995,6,Thundoril,South,Thundoril South,B,Thundoril South
1028,Europe,France,2020-04-05,13.236,6,Thundoril,South,Thundoril South,B,Thundoril South
1029,Europe,France,2020-04-12,20.628,6,Thundoril,South,Thundoril South,B,Thundoril South
1030,Europe,France,2020-04-19,26.663,6,Thundoril,South,Thundoril South,B,Thundoril South
1031,Europe,France,2020-04-26,31.296,6,Thundoril,South,Thundoril South,B,Thundoril South
1032,Europe,France,2020-05-03,34.309,6,Thundoril,South,Thundoril South,B,Thundoril South
1033,Europe,France,2020-05-10,35.162,6,Thundoril,South,Thundoril South,B,Thundoril South
1034,Europe,France,2020-05-17,32.534,6,Thundoril,South,Thundoril South,B,Thundoril South
1035,Europe,France,2020-05-24,26.535,6,Thundoril,South,Thundoril South,B,Thundoril South
1036,Europe,France,2020-05-31,20.184,6,Thundoril,South,Thundoril South,B,Thundoril South
1037,Europe,France,2020-06-07,14.881,6,Thundoril,South,Thundoril South,B,Thundoril South
1038,Europe,France,2020-06-14,10.818,6,Thundoril,South,Thundoril South,B,Thundoril South
1039,Europe,France,2020-06-21,8.062,6,Thundoril,South,Thundoril South,B,Thundoril South
1040,Europe,France,2020-06-28,5.973,6,Thundoril,South,Thundoril South,B,Thundoril South
1041,Europe,France,2020-07-05,4.403,6,Thundoril,South,Thundoril South,B,Thundoril South
1042,Europe,France,2020-07-12,3.426,6,Thundoril,South,Thundoril South,B,Thundoril South
1043,Europe,France,2020-07-19,2.593,6,Thundoril,South,Thundoril South,B,Thundoril South
1044,Europe,France,2020-07-26,2.078,6,Thundoril,South,Thundoril South,B,Thundoril South
1045,Europe,France,2020-08-02,1.678,6,Thundoril,South,Thundoril South,B,Thundoril South
1046,Europe,France,2020-08-09,1.479,6,Thundoril,South,Thundoril South,B,Thundoril South
1047,Europe,France,2020-08-16,1.437,6,Thundoril,South,Thundoril South,B,Thundoril South
1048,Europe,France,2020-08-23,1.477,6,Thundoril,South,Thundoril South,B,Thundoril South
1049,Europe,France,2020-08-30,1.457,6,Thundoril,South,Thundoril South,B,Thundoril South
1050,Europe,France,2020-09-06,1.527,6,Thundoril,South,Thundoril South,B,Thundoril South
1051,Europe,France,2020-09-13,1.881,6,Thundoril,South,Thundoril South,B,Thundoril South
1052,Europe,France,2020-09-20,2.659,6,Thundoril,South,Thundoril South,B,Thundoril South
1053,Europe,France,2020-09-27,3.742,6,Thundoril,South,Thundoril South,B,Thundoril South
1054,Europe,France,2020-10-04,4.779,6,Thundoril,South,Thundoril South,B,Thundoril South
1055,Europe,France,2020-10-11,6.044,6,Thundoril,South,Thundoril South,B,Thundoril South
1056,Europe,France,2020-10-18,7.927,6,Thundoril,South,Thundoril South,B,Thundoril South
1057,Europe,France,2020-10-25,11.57,6,Thundoril,South,Thundoril South,B,Thundoril South
1058,Europe,France,2020-11-01,17.971,6,Thundoril,South,Thundoril South,B,Thundoril South
1059,Europe,France,2020-11-08,27.62,6,Thundoril,South,Thundoril South,B,Thundoril South
1060,Europe,France,2020-11-15,38.514,6,Thundoril,South,Thundoril South,B,Thundoril South
1061,Europe,France,2020-11-22,49.657,6,Thundoril,South,Thundoril South,B,Thundoril South
1062,Europe,France,2020-11-29,58.474,6,Thundoril,South,Thundoril South,B,Thundoril South
1063,Europe,France,2020-12-06,65.106,6,Thundoril,South,Thundoril South,B,Thundoril South
1064,Europe,France,2020-12-13,69.567,6,Thundoril,South,Thundoril South,B,Thundoril South
1065,Europe,France,2020-12-20,70.073,6,Thundoril,South,Thundoril South,B,Thundoril South
1066,Europe,France,2020-12-27,66.37,6,Thundoril,South,Thundoril South,B,Thundoril South
1067,Europe,France,2021-01-03,60.685,6,Thundoril,South,Thundoril South,B,Thundoril South
1068,Europe,France,2021-01-10,55.881,6,Thundoril,South,Thundoril South,B,Thundoril South
1069,Europe,France,2021-01-17,53.174,6,Thundoril,South,Thundoril South,B,Thundoril South
1070,Europe,France,2021-01-24,51.96,6,Thundoril,South,Thundoril South,B,Thundoril South
1071,Europe,France,2021-01-31,50.561,6,Thundoril,South,Thundoril South,B,Thundoril South
1072,Europe,France,2021-02-07,49.867,6,Thundoril,South,Thundoril South,B,Thundoril South
1073,Europe,France,2021-02-14,49.365,6,Thundoril,South,Thundoril South,B,Thundoril South
