"X","Y"
0.391761117715,0.720308309965751
0.129835976637517,0.237606165318908
0.75622259125173,0.807482661745006
0.505178917428456,0.21746906211923
0.0286037915561695,0.0239035330568731
0.0509374015899815,0.0835243930433144
0.666368142172821,0.707464324870866
0.498099365543637,0.681340274708372
0.816286009222717,0.516104311112894
0.331125881386716,0.400467982512945
0.519868594300063,0.487641195831071
0.105258061851317,0.273039782391786
0.489484815159176,0.690814973705485
0.890454939574831,0.444638057484321
0.486121858269057,0.439041917080718
0.512121217761655,0.79116319428236
0.760202705514454,0.912181483929198
0.465622760059284,0.772702899034313
0.841367877237237,0.836445253376365
0.684368072696969,0.607551427486618
0.465560769551224,0.86172778020006
0.0813668733328983,0.0199171882363327
0.491276704411186,0.398256288833848
0.09796547245891,0.332580679959579
0.81895606903685,0.861470406489006
0.379009114180393,0.354660600502605
0.489265881613361,0.958776974643068
0.231570380104681,0.337074581311488
0.876194126211469,0.339073755004364
0.583228008504752,0.59706050673586
0.813692017423987,0.578074843475725
0.740470203138933,0.0432101232116423
0.438410602178318,0.271323257276152
0.297250167325023,0.424438724246718
0.522221969564445,0.263053620254582
1,0.691457785365489
0.00253219811231291,0.180630914895023
0.971329799787624,0.338921314191807
0.852784994901776,0.804563746421521
0.150119103204252,0.761968835915119
0.901864650775944,0.737040033290648
0.673812239152795,0.807095320683555
0.0181220290972176,0.609781444007919
0.803537022216127,0.628492064381862
0.646881565728617,0.703559426840388
0.644704512416301,0.288670496631864
0.149659306907252,0.598862234409563
0.0195797402027599,0
0.179728572723567,0.262398608284276
0.0814728200407663,0.250681139195924
0.128193362273868,0.371662983823091
0.795416074902994,0.492711611158498
0.335796826604425,0.445444205280973
0.455258875624564,0.210504982682279
0.922602307468111,0.5582004491155
0.636522655952549,0.561339311096917
0.381705069535054,0.71135833161668
0.973093368680732,0.258943572632538
0.637833619377381,0.0513876817447471
0.477691821065031,0.410555314208014
0.986405285103722,0.369183530985181
0.61068062061888,0.268526255642402
0.481866932403594,0.742272569512501
0.42366667923564,0.668415108766427
0.355793858898198,0.0647742379165793
0.170622318740863,0.311300004294541
0.107184235397137,0.091584555600497
0.90231608456208,0.746796162312906
0.444324267586715,0.734570530903174
0.88949152497864,0.907583233334873
0.462938800385721,0.189064002226347
0.181157321407698,0.23190276185991
0.839082997535123,0.6201856934534
0.399981469367771,0.137628353748843
0.40904257027641,0.34912715664675
0.508094978156179,0.821024780913827
0.478928873903871,0.133383829082817
0.508263837379091,0.479251091184432
0.466334517655625,0.425497094338013
0.615402172630069,0.0901820558245037
0.0660846520443308,0.24873455923092
0.374465537942877,0.334465619715067
0.184206012783699,0.134429372653235
0.51527629878119,0.362454801810115
0,0.168789971621558
0.953297585434168,0.658502688566169
0.713935880190599,0.833000841521947
0.976863303725506,0.788611121902122
0.524495785345121,0.715961456592779
0.239639328675647,0.396536393343034
0.48423096883472,0.335989178837497
0.84885103465719,1
0.348682751658772,0.276925428209533
0.126467651075601,0.300055258666722
0.450243073847274,0.723784647987298
0.683220172836168,0.667802522008122
0.0349922959429365,0.233619646073883
0.929133667306666,0.733702858597038
0.689357660628589,0.705739973841091
0.501838376164871,0.99443485800298
