X,Y
0.29454349251523493,0.07012190483907565
0.9476253821588474,0.9300805928224622
0.751050505538664,0.4779377619983423
0.8168536343491796,0.7113279142192817
0.03942116892071024,0.6589637313858723
0.7360061918522012,0.9923327938673152
0.17576092733050747,0.24128103284528518
0.6124624489040087,0.7996696094201962
0.25348574801834123,0.293054201577291
0.8551421839537207,0.2268090593066725
0.5624167135447519,0.7933837376583606
0.6731815530251478,0.5229365163047438
0.10900433614940697,0.7019128211276684
0.9160584353228514,0.768572001796699
0.05484370440261149,0.6870878681782284
0.3029395907738839,0.4581623654814375
0.6766145294315927,0.8778046272880198
0.5595912166820596,0.9277905046364215
0.7550631006873095,0.42953056365567976
0.45381898184908687,0.23097148017591762
0.3929379234592838,0.5425521922008784
0.740456716481125,0.4036801018976537
0.36014018361553735,0.14698342832319955
0.6143083536535079,0.021354063869573836
0.5686912841522336,0.9538609822709154
0.8511387042605226,0.9774839832917814
0.6453966140139458,0.6645371198268809
0.32810443660507627,0.824602033952557
0.6772650636733156,0.6984805903713649
0.17717454786259645,0.32089992222857244
0.28571078507891867,0.12415194652509437
0.0030642564412096673,0.101467071734745
0.5875978150562012,0.5209973547993931
0.4333775509892659,0.004338859035331488
0.1571657700483381,0.945371792186295
0.9697744433132319,0.46404877446950565
0.3469909799019223,0.9103345112924008
0.6068672881998984,0.8290383342697448
0.15177097790402472,0.8937961681228612
0.6389229040098979,0.39349061466112506
0.23148250681859062,0.28212241927110693
0.747996321629803,0.21602037693185305
0.43192209725674635,0.2326134502301891
0.8800666179022463,0.2948197667370527
0.6936705386172812,0.05896591602355611
0.8817808072158719,0.20007275051742357
0.03227700870563888,0.2220061438814671
0.5816284746445045,0.15995702601986594
0.6835641209893133,0.4587809395384449
0.0008269939885684474,0.10065645835685538
0.25039091307794026,0.20605457841941388
0.14382276315769715,0.22140449529507306
0.8860930357467771,0.821832713926965
0.13436433688352917,0.1966075649533901
0.6512893512465886,0.034832089910238506
0.3500673351548883,0.711975944464019
0.7820128930737391,0.6475736598640123
0.29239106547811256,0.5350771019890865
0.4636104631911405,0.21442310658498898
0.5611207498609119,0.8414180764230725
0.9319779942477853,0.32712260485902594
0.5581560381242002,0.15608055215373534
0.08432497038081749,0.8401291024369855
0.3608453410390453,0.9481369166896993
0.7480312851485493,0.9398973879030655
0.7977372263598985,0.827922051505263
0.07998774493986027,0.16626992022587694
0.5024349303535646,0.7918832812951149
0.037303182076875774,0.5449819057927024
0.477559374553845,0.8042469863426749
0.6421535210040507,0.5603415534847134
0.41448183613107614,0.8417320973776488
0.6458465910466075,0.036199624314257384
0.42485770260258804,0.8869256167456985
0.6534283072312357,0.8144169588765824
0.002889108820768982,0.8211342200038636
0.8777211831375571,0.7253648600896322
0.6107279154555322,0.8887124073494658
0.811606560938595,0.5254441723411554
0.17872071505981368,0.34609142160774364
0.519232301802828,0.7235330514469344
0.3828072791546546,0.17603341773573233
0.697144700836857,0.12913290170723501
0.7963688660312388,0.863483201323243
0.6584627056671131,0.937075566725341
