X,Y
0.3849006982201636,0.40309697149874885
0.9815229433830833,0.9198131390478983
0.8542524454189954,0.28297058344145243
0.5080896400688851,0.696749513172433
0.1360349119969147,0.8784598989855044
0.21001332366047232,0.5118526550096314
0.8128750841449284,0.302828583171096
0.6469310057346428,0.1653068486542521
0.4808935660739144,0.8309404958818032
0.7691979486240669,0.4713870423494444
0.19188881797377305,0.7143345790964792
0.7085583043925245,0.7435412741410373
0.6835316065717384,0.5236116448116592
0.10574629031125554,0.7568208294254832
0.13763204556206238,0.46426172117741343
0.006137126774152124,0.8449310736473159
0.7697732433810205,0.4240539027106329
0.49687651527838606,0.888149212769303
0.032947306893116424,0.13765552923284935
0.4693679306124553,0.07151553531430366
0.43436669307093567,0.5591541173135055
0.9845740891044592,0.459642056208156
0.47848576472715265,0.13298117770603501
0.3109659382022749,0.9523918186183682
0.8037360820444209,0.23678511755302034
0.9827524041941857,0.48020839616210725
0.8677411706933115,0.5116327873847708
0.3875606724640672,0.5663850437544362
0.8953256017157969,0.18405970371558839
0.49396309219904677,0.9960182063156258
0.9244235936681163,0.16946458533383757
0.14864987273838887,0.7589774571673111
0.43178069041343026,0.1425196486945195
0.6216390627950468,0.50098795275134
0.9873944769816269,0.6359652632233112
0.04215519979301863,0.26958805350897486
0.6195030091863453,0.9508089516187089
0.6078221411755106,0.7847782369732019
0.4464976263493058,0.6226285051116848
0.6987309118356428,0.23777040415853368
0.7193896602901466,0.5256520475110956
0.47718980717039006,0.5077651026012616
0.6834849645334999,0.28062902770678233
0.8985976223013602,0.8186947224904106
0.7938501107728457,0.1310602524565111
0.6916044555762313,0.47393734257013964
0.9645898771467715,0.6104299329924611
0.4095699755153285,0.8044939220508036
0.7776639978219453,0.3408167060001606
0.9620138459765112,0.2847805045025551
0.8668856527612155,0.864366040402025
0.9306293326110261,0.3991279712949663
0.2416820057778698,0.9225064333263341
0.7043887955951251,0.7271720105184678
0.8714696066311105,0.8461924938251144
0.6531154542498302,0.7125562023335196
0.27832369074094676,0.29869490153343
0.12362652616319086,0.795900940567032
0.7087159112716457,0.208527356905106
0.9741185620735004,0.1669000763964567
0.7244427042811628,0.45422676752407826
0.8064748139520238,0.9446726536372138
0.346805955608422,0.23629124427245707
0.96803828646988,0.05216232519599745
0.42260791766607353,0.16111203037244304
0.22925047334689974,0.23980272407301412
0.011672821646296128,0.4630078035500193
0.6525036285706908,0.6929257522134437
0.5045446426227802,0.47952610310684884
0.25979070068593657,0.15532827716305242
0.21833211980746153,0.2219754071308458
0.2832034803119938,0.5862014355482903
0.1973608239668656,0.3521485517063264
0.13351655928439676,0.6843640864492639
0.6452261341775641,0.7450175990417636
0.5819462761084833,0.835849454166001
0.289865703775931,0.141728671580668
0.9041397223693083,0.5130646966614338
0.7408748371312301,0.41329358796627325
0.8310078136004285,0.23002509419478995
0.3158051506470301,0.42712955061763447
0.8825616595084729,0.18655554923250167
0.47902672742872676,0.7417909286334649
0.26996533075491536,0.5559514449182159
0.1225983142697844,0.8451134034436193
0.2183713856492605,0.1001480763931119
0.10459648054709147,0.915126314452573
0.4746624645433518,0.251367813102919
0.23910212746957732,0.853112672159687
0.6809872066973202,0.009521974660584354
0.4068849496486513,0.6003164021961753
0.8495190122642817,0.25140031664557433
0.4400879275219347,0.6045571776027434
0.3719085245158481,0.12017125741349666
0.61679671201651,0.6485829786622531
0.7170634366583241,0.7364756371533134
0.20301719973487192,0.05754179695509137
0.757283521446038,0.4861490783897108
0.04088717793125651,0.9476826439177777
0.06951132755836908,0.5130635161268708
0.1353650929632117,0.6683832060787576
0.1720714369360279,0.12260845990167757
0.8035545313041408,0.5346211823458142
0.9517600080171564,0.5620890876917747
0.739896792937836,0.6099322890906775
0.9053313726311367,0.04389035052659779
0.6268207207961154,0.52654745373299
0.3268534460932313,0.5424143674180393
0.900280884398869,0.9452628793986488
0.8990138901132458,0.05331248980985387
0.49151842236576504,0.9593431181773071
0.030011980761349366,0.6954715121946433
0.10083459013759116,0.8188338872404415
0.05144233933965836,0.4508469658842544
0.1918384653678843,0.7343850584761081
0.6262697373334437,0.08458594276601555
0.27438272240475364,0.7747404349738509
0.27817198973258006,0.6162647719362775
